Description: None
Label: None
Date created: 2026-04-21
Real time (s): None
Live time (s): None
Energy calibration: -1.3227E-01ch^0 + 8.7313E-01ch^1
counts,counts_err,Energy (keV)
93.0,9.643650760992955,430.32107166320895
103.0,10.14889156509222,431.1942021680959
103.0,10.14889156509222,432.0673326729829
99.0,9.9498743710662,432.94046317786984
104.0,10.198039027185569,433.81359368275685
87.0,9.327379053088816,434.6867241876438
100.0,10.0,435.5598546925308
104.0,10.198039027185569,436.43298519741774
101.0,10.04987562112089,437.30611570230474
94.0,9.695359714832659,438.1792462071917
102.0,10.099504938362077,439.0523767120787
87.0,9.327379053088816,439.9255072169656
84.0,9.16515138991168,440.79863772185263
77.0,8.774964387392123,441.6717682267396
104.0,10.198039027185569,442.5448987316266
71.0,8.426149773176359,443.4180292365135
111.0,10.535653752852738,444.2911597414005
78.0,8.831760866327848,445.16429024628746
93.0,9.643650760992955,446.03742075117447
110.0,10.488088481701515,446.9105512560614
100.0,10.0,447.78368176094835
106.0,10.295630140987,448.65681226583536
96.0,9.797958971132712,449.5299427707223
77.0,8.774964387392123,450.4030732756093
72.0,8.48528137423857,451.27620378049625
79.0,8.888194417315589,452.14933428538325
90.0,9.486832980505138,453.0224647902702
79.0,8.888194417315589,453.8955952951572
96.0,9.797958971132712,454.76872580004414
105.0,10.246950765959598,455.64185630493114
93.0,9.643650760992955,456.5149868098181
84.0,9.16515138991168,457.3881173147051
90.0,9.486832980505138,458.26124781959203
90.0,9.486832980505138,459.13437832447903
87.0,9.327379053088816,460.007508829366
75.0,8.660254037844387,460.880639334253
97.0,9.848857801796104,461.7537698391399
81.0,9.0,462.6269003440269
98.0,9.899494936611665,463.50003084891387
96.0,9.797958971132712,464.37316135380087
105.0,10.246950765959598,465.2462918586878
82.0,9.055385138137417,466.1194223635748
81.0,9.0,466.99255286846176
91.0,9.539392014169456,467.8656833733487
86.0,9.273618495495704,468.7388138782357
88.0,9.38083151964686,469.61194438312265
91.0,9.539392014169456,470.48507488800965
94.0,9.695359714832659,471.3582053928966
90.0,9.486832980505138,472.2313358977836
72.0,8.48528137423857,473.10446640267054
85.0,9.219544457292887,473.97759690755754
78.0,8.831760866327848,474.8507274124445
98.0,9.899494936611665,475.7238579173315
83.0,9.1104335791443,476.59698842221843
81.0,9.0,477.47011892710543
87.0,9.327379053088816,478.3432494319924
98.0,9.899494936611665,479.2163799368794
80.0,8.94427190999916,480.0895104417663
96.0,9.797958971132712,480.9626409466533
92.0,9.591663046625438,481.83577145154027
80.0,8.94427190999916,482.70890195642727
85.0,9.219544457292887,483.5820324613142
81.0,9.0,484.4551629662012
66.0,8.12403840463596,485.32829347108816
98.0,9.899494936611665,486.20142397597516
93.0,9.643650760992955,487.0745544808621
99.0,9.9498743710662,487.94768498574905
88.0,9.38083151964686,488.82081549063605
91.0,9.539392014169456,489.693945995523
82.0,9.055385138137417,490.56707650041
66.0,8.12403840463596,491.44020700529694
77.0,8.774964387392123,492.31333751018394
85.0,9.219544457292887,493.1864680150709
63.0,7.937253933193772,494.0595985199579
86.0,9.273618495495704,494.93272902484483
82.0,9.055385138137417,495.80585952973183
63.0,7.937253933193772,496.6789900346188
87.0,9.327379053088816,497.5521205395058
99.0,9.9498743710662,498.4252510443927
84.0,9.16515138991168,499.2983815492797
78.0,8.831760866327848,500.17151205416667
84.0,9.16515138991168,501.04464255905367
64.0,8.0,501.9177730639406
79.0,8.888194417315589,502.7909035688276
78.0,8.831760866327848,503.66403407371456
80.0,8.94427190999916,504.53716457860156
82.0,9.055385138137417,505.4102950834885
67.0,8.18535277187245,506.2834255883755
92.0,9.591663046625438,507.15655609326245
88.0,9.38083151964686,508.0296865981494
93.0,9.643650760992955,508.9028171030364
87.0,9.327379053088816,509.77594760792334
88.0,9.38083151964686,510.64907811281034
99.0,9.9498743710662,511.5222086176973
85.0,9.219544457292887,512.3953391225842
93.0,9.643650760992955,513.2684696274713
74.0,8.602325267042627,514.1416001323582
72.0,8.48528137423857,515.0147306372452
80.0,8.94427190999916,515.8878611421321
74.0,8.602325267042627,516.7609916470192
81.0,9.0,517.6341221519061
77.0,8.774964387392123,518.5072526567931
73.0,8.54400374531753,519.38038316168
63.0,7.937253933193772,520.2535136665671
66.0,8.12403840463596,521.126644171454
78.0,8.831760866327848,521.999774676341
95.0,9.746794344808963,522.8729051812279
75.0,8.660254037844387,523.746035686115
84.0,9.16515138991168,524.6191661910019
76.0,8.717797887081348,525.4922966958889
79.0,8.888194417315589,526.3654272007758
72.0,8.48528137423857,527.2385577056629
70.0,8.366600265340756,528.1116882105498
82.0,9.055385138137417,528.9848187154367
53.0,7.280109889280518,529.8579492203237
71.0,8.426149773176359,530.7310797252106
88.0,9.38083151964686,531.6042102300977
81.0,9.0,532.4773407349846
62.0,7.874007874011811,533.3504712398716
75.0,8.660254037844387,534.2236017447585
80.0,8.94427190999916,535.0967322496456
78.0,8.831760866327848,535.9698627545325
